stance,target,text
against,ብልጽግና ፓርቲ,"ማህበራዊ መሰረት እንገነባለን ስትሉ ""በተቃራኒው ማህበራዊ መሰረትን እናፈርሳለን ማለት ነው "" ሥንቱን ከቤት ንብረቱ እንዳፈናቀላችሁ አይተናል ፤ ጦርነት አንፈልግም ስትሉ ""ጦርነት ናፋቂዎች "" እንደሆናችሁ እያየን ነው፣"
favor,ብልጽግና ፓርቲ,በትክክልም የዜጎች ሰብዓዊና ዴሞክራስያዊ መብቶቻቸው ተከብረው የውስጥ ሰላም የሚያገኙበት፣ በነፃነት ማሰብና መናገር የሚችሉበት፣ መብታቸውን ማክበር ብቻ ሳይሆን ግዴታቸውን በመወጣት ህግን ስተላለፉ ደግሞ ተጠያቂ የሚሆኑበት ሀገር መፍጠር እና ብልፅግናን እውን ማድረግ ከሁሉም ዜጋ የሚጠበቅ ግዴታዎች ናቸው።
favor,ብልጽግና ፓርቲ,ብሄራዊ አንድነት የሀገር ግንባታ መታጠቂያ ምሽግ ነው።
favor,ብልጽግና ፓርቲ,የብልፅግና ፓርቲ ዕሳቤዎችንና ራዕይ ሰንቀን የኢትዮጵያ የብልፅግና ጉዞ እናሳካለን !
favor,ብልጽግና ፓርቲ,ዜጎች ሰብዓዊና ዴሞክራስያዊ መብቶቻቸው ተከብረው የውስጥ ሰላም የሚያገኙበት፣ በነፃነት ማሰብና መናገር የሚችሉበት፣ መብታቸውን ማክበር ብቻ ሳይሆን ግዴታቸውን በመወጣት ህግን ስተላለፉ ደግሞ ተጠያቂ የሚሆኑበት ሀገር መፍጠር እና ብልፅግናን እውን ማድረግ ከሁላችንም የሚጠበቅ ግዴታ ነው።
against,ብልጽግና ፓርቲ,ነውረኞች ዋናው ዘራፊ እኮ እናንተ ናችሁ 500000 ሰው ብሔር ለይታችሁ ከአንድ አከባቢ ያፈናቀላችሁ እለት መንግስትነታችሁ አብቅቷል
against,ብልጽግና ፓርቲ,በስም የጸደቀ በውሀ የሰከረ የለም ስም ቀይሩ ብልግና በሉት
favor,ብልጽግና ፓርቲ,የብልፅግና አስተሳሰብን እና አሰራር ከመቼውም በላይ ሃገራችንን ለመጥቀም ያሰበ ነው፡፡
against,ብልጽግና ፓርቲ,በኢትዮጵያ ደም የሚትጨማለቁ ሆዳም ሁሉ ለተራበው ህዝብ ምን ሰረችሁለት?
favor,ብልጽግና ፓርቲ,በጣም ጥሩ የሆነ የልማት ስራዎችን አይተናል
favor,ብልጽግና ፓርቲ,"ይህ ስልጠና ፓርቲያቺን ጠንካራ ፓርቲ በማድረግ ረገድ ኃይለኛ ስልጠና ነው ብዬ እዎስዳልው, በርቱልን"
favor,ብልጽግና ፓርቲ,በጣም ደስ የምል መሰረተ ልማት ስራዎች አይተናል።
favor,ብልጽግና ፓርቲ,መያት መመን ንውና እጅግ በጣም ጥሩ ይሆነ የልማት ሥራ አይተናል፡፡በተለይም በትምህርት ጥራት ላይ እየተሠራ ያለው ነገር ተስፈ ሰጪ መሆኑ ከሁሉም በላይ አስደሳች ነው።መሪዎቻችንን በጣም እናመሰግናለን።
favor,ብልጽግና ፓርቲ,የሚገርም የልማት ስራ በፍጥነትና በጥራት ሠርቶ የመጨረስ ባህል ኦሮሚያ ክልል አስደማሚ ነዉ በተለይ በስንዴ እየተመዘገበ ያለዉ ዉጤት በሌሎችም አከባቢዎች በትኩረት ከተሰራ በአጭር ጊዜ የሀገራችንን ብልፅግና እናረጋግጣለን ።
favor,ብልጽግና ፓርቲ,ሀገራችን የያዘችውን ራዕይ ለማሳካት እጅግ ትኩረት ሰጥታ እየሰራች መሆኑን ማየት ችለናል።
favor,ብልጽግና ፓርቲ,ብልፅግና ፓርቲ ስፊው ሰው ተኮር ስራን እያከናወነ መሆኑ የሚበረታታ ነው። በደቡብ ምዕራብ ኢትዮጵያ ክልል በካፋ ዞን መንግስት በከተማና በገጠር እየተክናወኑ ያሉ ተግባራት ምንዳን በተግባር እያሳዬ መሆኑ የሚበረታታ ተግባር ነው።
favor,ብልጽግና ፓርቲ,በርቱ!! ድንቅ ስራ ነው ብልፅግና ፓርቲያችን ለኢትዮጵያ ሀገራችን እየሰራ ያለው!!!
against,ብልጽግና ፓርቲ,አቢቾየ ሺ አመት ነገስ ላፈንድድልህ ወይስ የፉ ልሁንልህ ስትል የነበረች አሁን ስታለቃቅስ እንደ ማየት ደስ እሚል ነገር የለም ወደሽ ከተደፋሽ ሲረግጡሽ አይክፋሽ
favor,ብልጽግና ፓርቲ,ይህን ህዝብ መምራት አስቸጋሪ ነው። ምክኒያቱም ነፋስ በነፈሰበት ሁሉ ካልተገኘው የሚል ህዝብ ነው። መንጌስ ብሎ ነበርኮ ወርቅ ሲያነጥፍለት... ዶክተር አብይ ሆይ አሁን እንኳን አንተ በመልካም የተናገርከውን በመጥፎ ተርጉሞ እየሰደቡክ ነው።
against,ብልጽግና ፓርቲ,ወዴት ሂጄ ልፈንዳ ነው ያለችው !! እውነትም ሀገር ቀርቶ እድርና መንደር መምራት እንደማትችል በተግባር አሳይተህናል፡፡ ይህንን የተናገረውን ግለሰብም ሳላደንቅ አላልፍም፡፡ ግን ከኔ በላይ መሪ የለም ብለህ እንዳትሳሳት ፣ ቢያንስ ሩብ የሚሆነው ኢትዮጲያዊ ከአንተ በተሻለ የአመራር ጥበብ ስድስት ወር ሳይሆን በትንሹ ስድስት ዓመት ሁሉንም ኢትዮጵያዊ አስማምቶና አስታርቆ መምራት እንደሚችል እንዳትጠራጠር፡፡
against,ብልጽግና ፓርቲ,መጀመሪያ ህዝብህን፣ አመራሩን፣ አሰራሩን ማሰልጠን አይቀድምም። ህውሀት ይህን ባለማድረጉ ለአስከፊ ጦርነት፣ ለዝርፊያ እና ለብሄርተኝነት ተዳርገናል። እኛ ህዝባችንን የሚያሰለጥን፣ ፖለቲካውን ከብሄር የሚያላቅቅ፣ አመራሩን ከዝርፊያ የሚያፀዳ፣ ፌደራሊዝሙን ከሀገር አንድነት እና ግንባታ ጋር የሚያዛምድ ፓርቲ ነው የሚያስፈልገን።
against,ብልጽግና ፓርቲ,ውድ ጠቅላይ ሚንስትራችን ከቁጥር አንድ ኢህአዴግ ወደ ቁጥር ሁለት ኢህአዴግ እንኳን በሰላም መጡ። ክቡርነቶ ንግግሮ ኢህአዴግ ከሌለ (ካልተመረጠ) ኢትዮጵያ ትፈርሳለች ከሚለው የህወሓት ኢህአዴግ አስተሳሰብ ግር አንድእና ያሆነብኝ። መሻላችሁን የሚሰራ ፖሊሲ በመቅረፅ፣ የሃገር ደህንነትን በማስጠበቅ፣ ዜጎች በሰላም ወጥተው በሰላም እንዲገቡ በማድረግ፣ በልተን እንድናድር በማድረግ ከተረኝነት አስተሳሰብ ተላቃችሁ በእኩልነት በመምራት በጥቅሉ የምታሰሙትን መፈክር በመኖር አሳዩን።
against,ብልጽግና ፓርቲ,ወሬ ብቻ አራት አመት ሙሉ ምንም የምያውቀው ወገኔ ሲያልቅ የት ነበርክ
against,ብልጽግና ፓርቲ,ወያኔም ብላ ነበር አትፍክር ምን አልባት ኦነግን ብታደራጂም አንድ ቀን ጊዜው ሲደርሰ መበተኑ አይቀሬ ነው።
against,ብልጽግና ፓርቲ,ኢቺ ጉራ አይነኬ ለተባለው tplf መራሹ ኢሀዴግም አልበጀችም ጉራችሁ በልክ ቢሆን መልካም ነው። ደግሞም ከዚህ በላይ ዴክታተርነትና የኔ ብቻ ይሁን የሚል አስተሳሰብ የትም አያደርስም።ያውም ደግሞ ለብልግና ፓርቲ።
against,ብልጽግና ፓርቲ,ለዝህ እኮ ነው ኢህአዲግ እና ብፅግና አንድ ናቸው ለሚባለው ኢህአዴግም እንደዚህ ይል ነበር።
against,ብልጽግና ፓርቲ,የኣዲስ አበባ ብቻ ኣስተዳዳሪ
against,ብልጽግና ፓርቲ,ተይ ተይ ህወሃትም ከኔ በላይ ብላ ነበር የናንተ ሀሳብማ አየነው ይልቁንም በጡንቻ እና በቅቤ ፍቅር ምላስ ከመመካት ሰርታችሁ አሳዩን ከናንተ የበለጠ ሞልቱዋል እራስን ከፍከፍ ስታደርግ ያው ውጤቱን ካሳደጉዋችሁ አይታችሁታል
against,ብልጽግና ፓርቲ,ምን ማለት ነው? እና እናንተ ብቻ ናችሁ ማስተዳደር የምትችሉት?
favor,ብልጽግና ፓርቲ,ብልፅግናችን ይቀጥላል! ብልፅግናን ይዘን እስከመጨረሻው በጋራ እንጓዛለን!
against,ብልጽግና ፓርቲ,ሙስናው አይን ያወጣና ንቀት የተሞላበት ...
neutral,ብልጽግና ፓርቲ,ፈጣሪ ሆይ ስለእውነት ኢትዮጵያን አድናት አሜን
against,ብልጽግና ፓርቲ,ሀገር በወሬ አይመራም። ብልፅግና ለኢትዮጵያ ህዝብ እንደማይሆን በአራት ዓመታት ቆይታው አይተነዋል።
against,ብልጽግና ፓርቲ,ኢህአዴግ በስልጣን ዘመኑ ተመሳሳይ የሆነ አባባል በባለስልጣናቱ በኩል ይል ነበር በደም ነው ስልጣን የያዝነው የሾላ ፍሬ አይደለም ዝም ብሎ የሚወድቀው ሲያሻው ህዝባዊ እንቢተኝነት ሲመጣ በሀይል ጨፍልቆ ተመጣጣኝ እርምጃ ወስጃለሁ ትህቢትና እብሪት የተሞላበት አገዛዝ ገዝቶ ከለውጊያ ተንከባሎ ላይመለስ ሄዷል አሁንም ከህዝቦች ይውንታ ውጪ ማስተዳደር ጉልበተኝነትን መጫን ጊዜው አልፎበታል የሚያዋጣው ህዝብን በእኩልነት ማስተዳደር እና ኑሮው እንዲሻሻል ትግቶ መስራትና ሀገሪቱን ወደፊት ማራመድ ብቻ ነው።
against,ብልጽግና ፓርቲ,እንደሰፈር እድር ሰብሳቢ በትንሽ ነገር ከምትረካና ከምትመረቅን ምናለ ሐገር ህዝብ እየሆነ ያለውን ብታውቅ አንድ ሞት አይደለም ሰባት ሞት ብትሞት ይሻልህ ነበር ብታውቀው አንተም እኮ 6ወር ሳትመራ ነው ይችን ሐገር መቶ አመት ወደ ኋላ የጎተትካት
against,ብልጽግና ፓርቲ,የማይሸነፍ አምላክና የአምላክ ቃል ብቻ ነው
against,ብልጽግና ፓርቲ,ስለ ነገ የሚያዉቀዉ እግዝአብሔር ብቻ ነዉ ባለስልጣን ሰዉ መሆናችንን መዘንጋት የለብንም ምንም ያክል በእግዝአብሔር ባናምንም
favor,ብልጽግና ፓርቲ,የኔ ጀግና ቃላት የጣሁለት መሪዬ አዎ ትለያለህ በእዉነት ጥበበኛው መሪዬ
against,ብልጽግና ፓርቲ,እኔ ብቻ ልብላ ከሆነ ነገሩ ደሃ ወዴት ይግባ በገዛ ሀገሩ ። የሚለው ስንኝ የአድሃሪውን ስረዐት የተቃወሙ የጭቁኖችን መፎክር አስታወሰኝ።
against,ብልጽግና ፓርቲ,ብልፅግና በአድስ አበበ ነው እንጂ ክልልና ዞን ወረዳ - ቀበሌ እየሰራ ያለው የኢህአዴግ ጥንስስ ነው ።
against,ብልጽግና ፓርቲ,በኢህኣዴግ አስተሳሰብ ተቃኝቶ ለመቀጠል ለመበቀል የሚፈልጉ የትላንት አደሀሪያን ይህን ቢያውቁ ዳግም አይሞክሩትም ነበር።
against,ብልጽግና ፓርቲ,እንዳንማር የሚያደረጉ የተኩላ ለምድ የለበሱ ስልጣንን ለዘረፋ መስሪያ አድርጎ የሚጠቀሙ ሆዳሞች ዋነኞቹ እንቅፋት ናቸዉ።
against,ብልጽግና ፓርቲ,በጣም ያሳዝናል በሽታው በቶሎ በመላው አካሉ ተሰራጨበት መድሀኒት የሚያገኝ አይመስለኝም
against,ብልጽግና ፓርቲ,ወሬም።እናተ ባትኖሩም ከዚህ የከፋ ምንም አይመጣ
against,ብልጽግና ፓርቲ,ግጥም አርገን እንችላለን። እናንተም በጥላቻ የታወራቹ ዘረኞች እየመራቹ ኖረናል። ሟርት ለህወሃትም አላዋጣም። እንዲህ ወርደህ አገር ምታዋርድ መሆንህን ማወቃችን ይጠቅመናል።
against,ብልጽግና ፓርቲ,እግዚአብሔር ለዘር ስርዐት በቃ ብሏል። ለስልጣንና ሌብነት እንዲሁ ለዘርህ ብቻ በማሰብ ይህን ስርዐት ይቀጥል ብለሀልና ትዋረዳለህ።
against,ብልጽግና ፓርቲ,ኧረ ወሬ ሰለቸን ሀገር እኮ ሰላም አይደለቺም ።
against,ብልጽግና ፓርቲ,ይችንማ ህዋትም ይነግረን ነበር  ኢሃዲግ ከሌለ ኢትዮጵያ እንደ እንቁላል ትፈረጣለች
against,ብልጽግና ፓርቲ,ፈጣሪ ቅስፍ ያርግ ሌላ ምንም አይነት አተት ገተት አላበዛብህም
against,ብልጽግና ፓርቲ,ወያኔም አንድ ሰሞን ልክ እንደ አንተ አናፍታብን ነበር ።
against,ብልጽግና ፓርቲ,የኢትዮጵያ ህዝብ አንተ እንዲደምታስበው አይደለም ተቀድመሃል
neutral,ብልጽግና ፓርቲ,በእውነት ፈጣሪ ኢትዮጵያን አድንንል ተለመነን በቃ በለን
against,ብልጽግና ፓርቲ,ኢትዮጵያን የማያውቋት ኢትዮጵያን የመሯት ማዬት በራሱ ከኑሮ ውድነቱ በላይ ትልቅ ሸክም ነው።
against,ብልጽግና ፓርቲ,ለዚህ አይደል እንዴ ጥጋብ በጥጋብ የሆነው ስራስ መች እረፍት አለን ጥጋቡስ እንዴት እንቻለው እድሜ ለናተ ። እናተ የምትላት ኢትዮጵያ የት ናት ????????
against,ብልጽግና ፓርቲ,አይ አቢቺ ኦነግስ ገሎ ሊጨርሰን አይደል
against,ብልጽግና ፓርቲ,ጥበብ ያለው በጥበቡ፣ ኃይል ያለው በኃይሉ፣ ገንዘብ ያለው በገንዘቡ አይመካ ብሏል ቅዱስ ዳዊት። አዜብ መስፍን የመለስ ጭንቅላት እንኳን ለቤተሰቡ ለኢትዮጵያ ሕዝብ ይመግባል ብላ ነበር። ዓባይ ፀሐዬም የአ.አ መስፋፊያ ፕሮግራምን የሚቃወም ወዮሐት ብሎ ዝቶብን ነበር። ጁንታውም ከእንግዲህ ከማን ጋር ነው የምደራደረው ይልቅ ወታደሩ እጅ ይስጥ ብሎ ሸሎሎብን ነበር።
against,ብልጽግና ፓርቲ,አትሳሳቱ ዓቢይም ሆነ ጓደኞቹ ሰዎች ናቸውና ብዙ ባንዘል ተስፋም ባናደርግ። መተማመን ካለብን የስልጣን ዘመኑ ወሰን በሌለው በፈጣሪ ብቻ ነው። ሌላውን ግን ጧት ታይቶ ማታ ላናገኘው እንችላለንና ሁሉን በልክ እናድርገው።
against,ብልጽግና ፓርቲ,አንተና መሰሎችህ ኢትዮጵያን ማስተዳደር አትችሉም ተረት ተረትህን እዛው አስቀረው
against,ብልጽግና ፓርቲ,ሰውን ሰው የምያሬገው አብይ ሳይሆን ፌጣር መለመን እና ስራ መስራት ብቻና ብቻ ነው። ወሬ ድሮ ቀሬ!
against,ብልጽግና ፓርቲ,በተግባር ዜሮ በፍልስፍና አንዳኞች
against,ብልጽግና ፓርቲ,የመለስ ተስፋ እንክዋን 27 አመት እቅድ ፈርሷል አብይ ሰለዛሬ እንጂ ስለነገ ማንም አያቅም
against,ብልጽግና ፓርቲ,እባካቹ አራዳ መሪ አታስፈራሩን 27 አመት የገዛም አልተፈራም እባካቹ ዝቅ ብላቹ ተመልከቱ ስምክ ተበላሽቷል ማንም ከህዝብ አይበልጥም ሂወት ይቀጥላል
against,ብልጽግና ፓርቲ,ኧሯ! ከኛ ውጭ አማራጭ ሃሳብ የለም አሉ እንዴ ምነው ኢየሡሥ መሆንዎ ነው
against,ብልጽግና ፓርቲ,በዚህ 4 ዓመት አንድም ቀን ሰው ያልሞተበት አንድም ቀን ያልተፈናቀለበት ቀን እስኪ ንገሩን። ሀገር በዚህ ደረጃ ተዋርዳ ሚሊዮኖች የተራቡበት ። የኑሮ ውድነቱንና ጎጠኝነቱን ተውት .... ብልፅግናችሁ ይሄ ከሆነ ሳንበለፅግ ይቅር።
